Kernel-5.10
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| patch name                                                      | Upstream commit id |  status                                  | subversion | Notes                                          |
|0045-leds-mlxreg-Remove-code-for-amber-LED-colour.patch          |                    | Downstream accepted                      |            |                                                |
|0046-Extend-driver-to-support-Infineon-Digital-Multi-phas.patch  |                    | Downstream accepted                      |            |                                                |
|0047-dt-bindings-trivial-devices-Add-infineon-xdpe1a2g7.patch    |                    | Downstream accepted                      |            |                                                |
|0048-hwmon-pmbus-Add-support-for-MPS-Multi-phase-mp2891-c.patch  |                    | Downstream accepted                      |            |                                                |
|0049-dt-bindings-trivial-devices-Add-mps-mp2891.patch            |                    | Downstream accepted                      |            |                                                |
|0050-leds-mlxreg-Skip-setting-LED-color-during-initializa.patch  |                    | Downstream accepted                      |            |                                                |
|0051-platform-mellanox-mlxreg-hotplug-Allow-more-flexible.patch  | 26e118ea98cf       | Feature upstream                         |            |                                                |
|0052-i2c-mux-Add-register-map-based-mux-driver.patch             |                    | Feature pending                          |            |                                                |
|0053-platform-mellanox-Add-support-for-dynamic-I2C-channe.patch  |                    | Downstream accepted                      |            |                                                |
|0054-platform-mellanox-Introduce-support-for-switches-equ.patch  |                    | Downstream accepted                      |            |                                                |
|0055-mellanox-Relocate-mlx-platform-driver.patch                 |                    | Downstream accepted                      |            |                                                |
|0056-Documentation-ABI-Add-new-attribute-for-mlxreg-io-sy.patch  | e7210563432a       | Feature upstream                         |            |                                                |
|0057-Documentation-ABI-Add-new-attribute-for-mlxreg-io-sy.patch  | e7210563432a       | Feature pending                          |            |                                                |
|0061-pinctrl-Introduce-struct-pinfunction-and-PINCTRL_PIN.patch  | 443a0a0f0cf4       | Feature upstream;skip[sonic,cumulus]     | v6.1.92    | BF3                                            |
|0062-pinctrl-mlxbf3-Add-pinctrl-driver-support.patch             | d11f932808dc       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0063-pinctrl-mlxbf3-set-varaiable-mlxbf3_pmx_funcs-storag.patch  | 743d3336029f       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0064-pinctrl-mlxbf3-Remove-gpio_disable_free.patch               | 69657e60b8a7       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0065-gpio-mlxbf3-Add-gpio-driver-support.patch                   | cd33f216d241       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0066-gpio-mlxbf3-Support-add_pin_ranges.patch                    | 38a700efc510       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0067-gpio-mlxbf3-Fix-error-message.patch                         |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0068-mmc-sdhci-of-dwcmshc-enable-host-V4-support-for-Blue.patch  | 95921151e043       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0069-mmc-sdhci-of-dwcmshc-add-the-missing-device-table-ID.patch  | cfd4ea4815d1       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0070-mlxbf_gige-fix-receive-packet-race-condition.patch          | ac5cbe931c43       | Feature upstream;skip[sonic,cumulus]     | v6.1.75    | BF3                                            |
|0071-mlxbf_gige-Fix-intermittent-no-ip-issue.patch               | 7ad5e7a35c3f       | Feature upstream;skip[sonic,cumulus]     | v6.1.75    | BF3                                            |
|0072-mlxbf_gige-Enable-the-GigE-port-in-mlxbf_gige_open.patch    | 1b481cb53601       | Feature upstream;skip[sonic,cumulus]     | v6.1.75    | BF3                                            |
|0073-mlxbf_gige-stop-PHY-during-open-error-paths.patch           | 57beec623ac5       | Feature upstream;skip[sonic,cumulus]     | v6.1.85    | BF3                                            |
|0074-mlxbf_gige-call-request_irq-after-NAPI-initialized.patch    | 24444af5ddf7       | Feature upstream;skip[sonic,cumulus]     | v6.1.85    | BF3                                            |
|0075-mlxbf_gige-stop-interface-during-shutdown.patch             | 80247e0eca14       | Feature upstream;skip[sonic,cumulus]     | v6.1.85    | BF3                                            |
|0076-mlxbf_gige-add-MDIO-support-for-BlueField-3.patch           | 2321d69f92aa       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0077-mlxbf_gige-support-10M-100M-1G-speeds-on-BlueField-3.patch  | 20d03d4d9437       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0078-mlxbf_gige-add-set_link_ksettings-ethtool-callback.patch    | cedd97737a1f       | Feature upstream;skip[sonic,cumulus]     |            | BF3                                            |
|0079-UBUNTU-SAUCE-mlxbf_gige-add-RX_DMA-disable-to-NAPI-p.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0080-mlxbf-bootctl-correctly-identify-secure-boot-with-de.patch  | 646f1e9c1978       | Feature upstream;skip[sonic,cumulus]     | v6.1.68    | BF3                                            |
|0081-UBUNTU-SAUCE-mlxbf-ptm-power-and-thermal-management-.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0082-UBUNTU-SAUCE-mlxbf-ptm-update-license.patch                 |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0083-UBUNTU-SAUCE-mlxbf-ptm-use-0444-instead-of-S_IRUGO.patch    |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0085-hwmon-mlxreg-fan-Separate-methods-of-fan-setting-com.patch  |                    | Bugfix pending                           |            |                                                |
|0087-platform-mellanox-indicate-deferred-I2C-bus-creation.patch  |                    | Bugfix pending                           |            | SN2201                                         |
|0087-platform_data-mlxreg-Add-capability-bit-and-mask-fie.patch  |                    | Downstream accepted                      |            |                                                |
|0088-platform-mellanox-mlxreg-hotplug-Add-support-for-new.patch  |                    | Downstream accepted                      |            |                                                |
|0089-platform-mellanox-mlx-platform-Change-register-name.patch   |                    | Downstream accepted                      |            |                                                |
|0090-platform-mellanox-mlx-platform-Add-support-for-new-X.patch  |                    | Downstream accepted                      |            |                                                |
|0091-platform-mellanox-mlxreg-dpu-Add-initial-support-for.patch  |                    | Downstream accepted;os[cumulus,sonic]    |            |                                                |
|0092-platform-mellanox-Introduce-support-of-Nvidia-smart-.patch  |                    | Downstream accepted                      |            |                                                |
|0093-hwmon-pmbus-Add-support-for-MPS-Multi-phase-mp2855-c.patch  |                    | Feature pending                          |            |                                                |
|0094-i2c-asf-Introduce-MCTP-support-over-ASF-controller.patch    |                    | Downstream accepted                      |            |                                                |
|0095-platform-mellanox-nvsw-sn2201-Add-support-for-new-sy.patch  |                    | Downstream accepted                      |            |                                                |
|0096-platform-mellanox-Downstream-Add-dedicated-match-for.patch  |                    | Downstream accepted;skip[sonic,cumulus]  |            | Add dedicated match for QMB8700                |
|0097-platform-mellanox-mlx-platform-Add-support-for-new-N.patch  |                    | Downstream accepted					  |            | SN5640                                         |
|8000-mlxsw-Use-weak-reverse-dependencies-for-firmware-fla.patch  |                    | Downstream accepted                      |            | Disable FW update                              |
|8002-platform-mlx-platform-Downstream-Add-SPI-path-for-ra.patch  |                    | Downstream;skip[sonic,cumulus]           |            | Add SPI                                        |
|8003-mlxsw-i2c-SONIC-ISSU-Prevent-transaction-execution-f.patch  |                    | Downstream accepted                      |            | Sonic/ISSU                                     |
|8004-mlxsw-minimal-Downstream-Ignore-error-reading-SPAD-r.patch  |                    | Downstream accepted                      |            | IB only                                        |
|8005-leds-leds-mlxreg-Downstream-Send-udev-event-from-led.patch  |                    | Downstream accepted                      |            | SN2201                                         |
|8006-i2c-mlxcpld-Downstream-WA-to-avoid-error-for-SMBUS-r.patch  |                    | Downstream accepted                      |            | HW bug WA: MUST for all systems until HW fix   |
|8007-hwmon-mlxreg-fan-Downstream-Allow-fan-speed-setting-.patch  |                    | Downstream accepted                      |            | Fix for mlreg-fan cooling level granularity    |
|8008-hwmon-emc2305-Downstream-Allow-fan-speed-setting-gra.patch  |                    | Downstream accepted                      |            | Fix for emc2305 cooling level granularity      |
|8009-hwmon-mlxsw-Downstream-Allow-fan-speed-setting-granu.patch  |                    | Downstream accepted                      |            | Fix for mlxminimal cooling level granularity   |
|8010-mlxsw-i2c-Downstream-Add-retry-mechanism-for-failed-.patch  |                    | Downstream accepted                      |            |                                                |
|8011-mlxsw-minimal-Downstream-Disable-ethtool-interface.patch    |                    | Downstream accepted                      |            |                                                |
|9000-e1000e-OPT-skip-NVM-checksum.patch                          |                    | Downstream;skip[ALL];take[opt]           |            |                                                |
|9001-iio-pressure-icp20100-OPT-add-driver-for-InvenSense-.patch  |                    | Downstream;skip[ALL];take[opt]           |            |                                                |
|9002-regmap-debugfs-FT-Enable-writing-to-the-regmap-debug.patch  |                    | Downstream;skip[ALL];take[opt]           |            | BF3 (FT purpose)                               |
|9003-platform-mellanox-Introduce-support-of-Nvidia-L1-tra.patch  |                    | Downstream;skip[sonic,cumulus]           |            | P4300                                          |
|9004-platform-mellanox-Downstream-Introduce-support-of-Nv.patch  |                    | Downstream;skip[sonic,cumulus]           |            |                                                |
|9006-mlxsw-core_hwmon-Downstream-Fix-module-sensor-number-for-QM3200.patch|           | Downstream;skip[ALL];take[opt]           |            |                                                |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Legend:
Feature upstream: Has commit Id in upstream
Feature accepted: Accepted by maintainer don’t have commit Id in upstream yet (in maintainer queue)
Feature pending:  Pending maintainer review or not sent yet
downstream:       Not plan to upstream
downstream accepted: Not plan to upstream but following patches depend on this. This patch will be taken to the accepted list.
Bugfix upstream:  Has commit Id in upstream and backported as bugfix  | v5.10.145
Bugfix accepted:  Accepted by maintainer don’t have commit Id in upstream yet (in maintainer queue)
Bugfix pending:   Bugfix pending maintainer review or not sent yet
Rejected:         Not take this patch
 
Additional options in status: 
os['sonic', '...'] - take this patch from the OS folder under patch folder(sonic, ..).
				 		hw-mgmt/recipes-kernel/linux/linux-5.10/{OS}
take['sonic', '...'] - take this patch for specified OS (sonic, ..)
                       Will take patch, even for patches that should be ignored, NOS can be set to ALL
skip['sonic', '...'] - skip this patch for specified OS (sonic, ..), NOS can be set to ALL


Example status: 
Feature  upstream, take[sonic] -- take this patch for all OS form patches folder. For sonic - take from sonic repo
Feature  upstream, skip[sonic] -- take this patch for all OS form patches folder. For sonic - skip
Feature  upstream, take[sonic], skip[cumulus] -- take this patch for all OS form patches folder.
								Special options: for cumulus - skip, for sonic - take from sonic repo
 

© 2023 GitHub, Inc.
